group_id,entity_name,entity_value,extracted_text
179080,wattage,800.0 watt,"7 freewheels 800w 36v
gabel mindestbreite 135mm

’ hinterrad mit brushless motor
"
179080,voltage,36.0 volt,"7 freewheels 800w 36v
gabel mindestbreite 135mm

’ hinterrad mit brushless motor
"
601746,item_weight,330.0 pound,"superior quality

put durability, safety, and environmental protection first.

honeycomb surface

offers solid performance and ensures that
the yoga ball won’t burst suddenly.

explosion-proof design

provides the best protection and
prevents injuries.

environmentally friendly material

just use it with confidence knowing it’s made
of environmentally friendly material.

no sticking

rest assured that the surface won't stick to
your skin, clothing, floor, and much more.

330lbs load bearing

never worry about the load-bearing capacity
of this yoga ball as it can support up to 330lbs. ]
ate

"
487566,item_weight,31.0 ounce,"particularly smooth

"
794161,item_weight,0.35 ounce,"z skinfood
salmon dark circle concealer
¥/ this concentrated and creamy concealer
y’ contains salmon ingredients which effectively

help conceal dark under eye circles and brighten

y the eyes.
! to use : after applying your foundation, dispense an
f adequate amount and gently tap onto dark circles around

| your eye area

cn)

dist. skinfood usa, inc. 1 technology drive,

bldg. b, suite b113 irvine, california, 92618
www.theskinfood.com 40g / net wt. 0.35 oz
made in korea
: open here

"
639090,item_weight,35.0 gram,"hot chocolate

zi

made with belgian chocolate
includes mini marshmallows

®@ © ©

milk raspanmint double salted

chocolate chocolate caramel

original ingredients: sugar, cocoa butter, whole milk
marshmallows (sugar, glucose syrup, gelatin, sorbitol, modified
corn starch, dextrose, artficial flavor, tetrasodium
pyrophosphate), cocoa mass, emulsifiers (soy lecithin, pgpr),
vanilla extract.

contains: milk, soy.

vanilla extract, peppermint flavor,
contains: milk, soy,

double chocolate ingredients: sugar, aa eee

distributed by frankford candy llc
lu ro pa 19114

molded and packed in china
asad maden china

‘(freniderd)

"
752266,wattage,150.0 watt,
752266,wattage,150.0 watt,"220mm/8.66in

<----->
32mm/1.25in

€-------------------------------->

305mm/12.00in

ceiling

wall

ground
"
752266,wattage,30.0 watt,"durable & flexible led floodlight

thickened
a glass

high-quality
leds
z| die-cast
alumium frame
30w ip65 —

\ \ mental
$ bracket
"
752266,wattage,30.0 watt,"©9909

dustproof heat-resisting _ frost-resistant

"
299791,item_weight,15.5 gram,
237000,item_weight,200.0 gram,"jacquard
knitted material

super soft and comfortable creating a
custom upholstered look

200gsm
microfiber

"
179080,wattage,250.0 watt,"komfo rt-paket -

cm,

das herzstuck: wl

starker und effizienter motor fur angenehmen fahrkomfort

kraftvolle und effiziente extrem leiser und unglaubliches drehmoment
unterstutzung bis leistungsstarker motor mit von

25 km/h 250 w 45 nm
"
884560,item_volume,10.0 ounce,"(g1g nie 1)
your old and close friend ever!

"
844474,item_weight,0.8 kilogram,"high quality polyester fabric
breathable & easy to clean
weight: 0.8kg

ji | 45cm

26cm 7 28cm
"
709627,item_weight,169.0 gram,"basic information

battery capacity 1300mah
dischardaaaanre 100c

battery voltage 14.8

cell configuration | as

connector type > xt60 plug

balancer connector type jst -xhr

= weight: 169g
1.38 inches

__ rohs ce fes,
lipo 4s 14.8y 19.24wh

1.26 inches

2.83 inches
"
299791,item_weight,10.0 gram,"unique desmgn,

k— 0.66inch—>|

weight: 10g

20""+ 2” extension moderate thickness, rotatable screws,
chain length suitable for ashes tightly fixed
"
523149,item_weight,7.0 gram,
630390,item_weight,750.0 gram,"whey

protein 9c

integratore alimentare di proteine luten
del siero del latte isolate e vitamine.
con edulcoranti. ultrasolubile.

food supplement of microultrafiltered shemot

(cfm) whey protein isolate and vitamins.
with sweeteners. ultrasoluble.

750g
30 dosi / servings

crema
nocciola

"
810266,item_weight,160.0 gram,"specifications:
material: - borosilicate glass

colors: ¢ 3- natural, pink, gold

weight: * 160g
volume: ¢ 180 ml

shape: ¢ shiba inu

9,5cm

"
748919,item_weight,270.0 gram,"ve

| zitr@mac

pina
deshidratada

wees

peso neto: 270 gr,
"
993359,item_weight,500 gram,"net we, 5009 |iiihimil

2929°001101

"
731432,item_weight,1 kilogram,"+ lin = f
nutriarcg

muscle
mass gainer

%
chocolate
milkshake

rie zero newt

added sugar

"
731432,item_weight,10 kilogram,"premium quality
ingridients

high quality
protein blend

added

creatine
monohydrate
mass gminer, & bcaa &
«oy j glutamine
|00% : 1 \
: > vitamins &

f minerals i
"
731432,item_weight,1 kilogram,"designed for
extreme. gains

‘f., support weight &

s _ muscle building
muscle size &
strength

muscle é st rapid muscle
mass coney recovery
og

{ }

fe oxen

i we reduce muscle
“ie a y breakdown

|

"
731432,item_weight,2.2 pound,"ummm

contains added flavour - chocolate (natural and nature identical
nutrition facts flavouring substances)

amino acid profile
servings per
serving size 1 scoop (50 g) . bcaa (branched chain amino acids) (g/100g protein)
container : 20
per 100g
quantity per % daily leucine 2.509
ening values* iso leucine 1.259
energy 253 kcal wales le5
essential amino acids
total fat 19 3.00% lysine 2.009
saturated fat 059 methionine 09
phenylalanine 4.009
trans fat 0g tryptophan 0.409
y cholesterol 10 mg 3% siiteehine he
other amino acids (g/100g protein)
sodium 50 mg 7% alanine 1.409
total carbohydrates 509 samieaea 3.009
glycine 0.60 9
sugars (as sucrose) 59g histidine 0.609
preein 12a su) proline 1.259
cysteine 0.409
bcaa blend 559 tryosine 1.209
arginine 1.209
“percent daily values (dv) are based on a 2000 calorie diet. your daily values may sane 1.309
be higher or lower depending on your calorie needs. dsss ar 5a

whey protein blend (whey protein cocentrate, whey protein isolate), skimed milk powder,
maltodextrin, alkalized cocoa powder, stabilizer (ins415, ins417), sunflower
lecithin(ins322), sucralose (ins955), glutamine, creatine monohydrate.

"
752266,wattage,60.0 watt,"6ow

6.600lm

bianco naturale

ip65

"
459516,item_volume,30.0 millilitre,"dendrobium &mul
lei
extract herbal dron
powerful lung support +

cleanse +
respiratory +

enhance 7 balance
{ breathing function ‘~ mucus levels

@ main
potency

cleans &
open airways

© free - iso

robium &mullein
ict herbal drop

rful lung support
iratory

vegan - gmo free - iso
"
459516,item_volume,30.0 millilitre,"dendrobium & mu

mee |

before
"
459516,item_volume,30.0 millilitre,"| nat

dendrobium &mullein
extract herbal drop

cleanse «

herbal drops of dendrobium
and pistilus extracts

the herbal drops are absorbed under the
tongue. the ingredients act on the lungs

and respiratory system through the blood,
stimulate and dilute the mucus in the trachea
and lungs, help expel sputum and lung residues
within 2 hours, and dredge the airway.
"
459516,item_volume,30.0 millilitre,
459516,item_volume,30.0 millilitre,"main componen

dendrobium &multein
extract herbal drop
"
529606,item_weight,2 ounce,"terpene infused

100% soy
cleanest
burning wax

“soft-touch”
matte finish

ee
"
299791,item_weight,8.1 gram,"information
ss —

>) chain length: 48+5 cm
><) material: titanium steel
bx size: 20x13 mm

& weight: 8.1 g (about)

tips: the size of the product is measured manually
and may be subject to marginal error.

custom
\ text

13 mm
"
308856,item_weight,2 kilogram,"single grain
"
308856,item_weight,10 kilogram,
681445,item_weight,500.0 kilogram,
365637,item_weight,200.0 gram,"turals

a
na

ma w 0)

\

millet shortbread

with deyilium husk ¢

all day snack for poosting energy
enero from [ peuicious,
guperfood healthy &
for all age great for

groups. oreption |

net weight 200""
- ee

"
365637,item_weight,200.0 gram,"millet shortbread

ack for poosting energy

yr
[peuicious.
heai

great for
digestion

all day s""

nergy from

el
[energy goo
forall al

groups.

"
365637,item_weight,200.0 gram,"ngredients

—— ss

zz ra

se
qiaantum
naturals

fennel

all day snack for boosting energy
[enenoveno™ [reaucous
hea or

cc
as

_—
vs

millet

net weight2

ddgn

multigrains

"
365637,item_weight,200.0 gram,"all day snack
for boosting energy

all natural

ingredients
juantum &
improves “neturals quick source
digestion f of energy
ee eee rich in fibre

delicious in

taste and vitamins

at for
stio

contains superfood in
combination with millets
and multigrains
"
365637,item_weight,100.0 gram,"nutrition facts |

value per 100g value per serving
energy, kcal/100g 566.76 202.4

protein, g/100g 6.25 pa

total carbohydrate , g/100g 57.93 20.69

total fat, g/100g 30.64 10.94

vitamin a,mcg/100g fe) 0

vitamin c,mg/100g 5.99 zot

total sugar (sucrose), g/100g 5.99 2.14

dietary fibre, g/100g aisi 0.83

calories from fat (kcal/100gm) 275.76 98.49

sodium, mg/100g 24.28 8.67

calcium, mg/100g 52.42 18.72

iron, mg/100g 2.78 1.0

esaturated fatty acid, g/100g 19.41 6.9
trans fatty acid, g/100g

o};o
oo}; o

cholesterol, mg/100g

"
365637,item_weight,200.0 gram,"available i
t e in
wo other different
flavours

millet shortbread

ed with psyllium husk and!

enhane:
.d with coco butter

sweetene

ack for boosting ené

k for boosting ene!

all day sm
all day snac!

[venom

‘superfood
for allace
“groups: ee es

net weight 2000""

millet shortbread

with psyllium husk and fennel

enhanced
sweetened with jaggery

all day snack for poosting energy
ency #808 fonroous
for a. __| ee. seesron_}

net weight 2009""

"
487566,item_weight,5.0 kilogram,
767202,item_weight,60.0 pound,"unsere produkte reduzieren die betriebskosten
des druckers um bis zu 60% und behalten dabei
den hohen technischen parameter und die
druckqualitat bei.

"
369753,item_volume,3.0 cubic foot,"how to use

1 test 2 prep
take a easy skin allergy test skin care and moisturizing before use

3 cut 4stick
cut to the size as required cover the areas that need
"
731432,item_weight,227 gram,"suggested
storage

store in a cool,
dry place after

opening. mm oo.

"
709627,item_weight,100 gram,"i 100.4

of charges

- anadwana |
"
639090,item_weight,190.0 gram,"grand dessert schoko

trahmt

schokocréme mit sahne. zutaten: en

sere nis f giukose-fruktose-siup, a
ade (zucker, kakaopulver

he

1]

|
kcal)
520 kj al h my

bet

4
gte fettsauren oe |

4

ehrmann gmbh
hauptstr. 19

87770 oberschinegg
www.ehrmann.de

4 ""002971' 253009
"
639090,item_weight,100.0 gram,
459516,item_weight,600 milligram,"supports :

y stress & anxiety buster*
y improve sleep quality*
y strength & stamina*

ksm-66""
ashwagandha

5% withanolides

a ksi ™
600 mg «60 i veaps® plus

"
630869,item_weight,3.2 gram,"1.60 inch

(40.7mm)

net weight: 3.2g

ee [-deoreeeeen
forerer jin sy teas =| | eon
925 sterling silver customizable 6.3+2 inch extend chain
(160mm+50mm)

manual measurement, the size may be slightly different from the physical.
"
630869,item_weight,6.5 gram,"weight: 6.5g
length: 19¢cm+5cm
"
881883,item_weight,160.0 gram,"%
ti elegant jacquard window curtain
with attached valance

description: color:

160gsm jaquard+fancy valance
fabric content: 100% polyester.
size: 54"" x 84"" + 18""
venice collections, inc.

rn #131381

made in china

beige

burgundy light brown

light taupe

tin

"
558374,item_weight,42.0 gram,"nutrition facts

serving size 3 pieces (42g)
a

amount per serving se
calories ‘«¥) 160

% daily value*

total fat 0g 0%

saturated fat 0g 0%
trans fat og

0%
1%
total carbohydrate 39g 14%
dietary fiber og
total sugars 28g
includes 28g added sugars
protein 0g

vitamin d omcg
calcium omg
lron omg
potassium omg

*the % daily value (dv) tells you how much a nutrient in a
serving of food contributes to a daily diet. 2,000 calories a
day is used for general nutrition advice.

ingredients: sugar, glucose, agar, citric
acid, canola oil, natural & artificial
flavors, artificial colors
"
601746,item_weight,26.0 gram,"ball weight: 26 grams
ball diameter: 74mm
number of holes: 40
"
752266,wattage,0.55 watt,"specification: ;
product name: solar sensor wall lights
quantity: 2pcs : :
solar panel: 5.5v, 0.55w
led: 144 led
sensor angle: 120 degrees
sensor distance: 3-7m :
protection level: ip65 waterproof
ideal mounting height: 1.8-2.5m
_ working temperature: -40°c~+85 °c
switch: mode 1 — mode 2 > mode 3 off :
product size: 12.4x9.6x 4.8cm/ 4.88 x 3.80 x 1.89in
charging time: 8 hours in the sunlight

function switch:

4. the first work mode: continuously bright light

2 the 2nd work mode: the lights will illuminate with a
constant light in dark places, when people go through
the sensor area, strong lighting 20 seconds. and the light
will turn to dim after people leave the induction area.

3. the 3rd work mode: when people go through the sensor
area, the light will be strong. and the light willturn off after
people leave the induction area. '

oe
ce = ce @ etn

made in china

"
254449,item_weight,50.0 milligram,"non.
rq 250 tablets eno60t

comprimeés

"
523149,item_weight,10.0 kilogram,
416664,wattage,49.0 watt,
459516,item_weight,500 milligram,
459516,item_weight,500 milligram,"green coffee

discover weliness

s42
6)

helps control supports blood
appetite* sugar level*

supports weight supports immune
managment* system*
ee

=)

boo \herbal max healthy
metabolism* gre e n digestion*

<1} burn fat 3)
7

enhance ert supports
mood* { fat burn*
"
241608,item_weight,16.0 gram,"16g thick high grade 304 stainless steel

— water repellent — — stain resistant & anti-bacterial protection ——
"
308856,item_weight,8 kilogram,"sepurina?

| » bae puppyi¥e.22) §
es

"
459516,item_volume,500.0 millilitre,"nature’s way to wellness

easy to
swallow
& digest

our capsules
are designed
to be easily
swallowed
and digested,
manufactured
in the eu

using the
highest quality
ingredients.

mno

organic
tribulus

pnufa., |
%
jf =  3dparty tested
oo purity & potency me
gmp certified + x*
practice

g06

made in *
*
"
630869,item_weight,3.0 pound,"is

kim johanson

kaufe 3 produkte von
uns und spare 10%

kaufe 6 produkte von
uns und spare 20%

du kannst unsere artikel ansehen, wenn du
auf kim johanson direkt beim produkttitel klickst
lege einfach die artikel in den warenkorb. der rabatt wird automatisch

an der kasse abgezogen. klicke dazu auf ,,zur kasse gehen“.
das angebot gilt fiir unser gesamtes sortiment.

"
459516,item_weight,750.0 milligram,"supplement facts

serving size 2 capsules
servings per container 30

amount per serving % daily value

ae
bioactive lipid blend 750 mg .
beta sitosterol complex

(>95% sterols / 40% beta sitosterol)
berberine hci
botanical cholesterol blend 750 mg
milk thistle seed extract (80% silymarin)
globe artichoke leaf extract

garlic bulb extract
a

*daily value not established.

other ingredients: vegetarian capsule (hpmc), vegetable
magnesium stearate, bamboo extract.

artichoke
leaf

berberine
"
308671,item_weight,8.0 gram,"las

bacnce i
ere
"
299791,item_weight,23.0 gram,"1.81inch

1.02inch

material:

olor

weight: 23g rm prompt]

neasuring not rule out the

the abi arameter

chain length:20+2inch a fic in kind preva
"
630869,item_weight,9.8 gram,"=~
ae)
8mm
38mm 4

| stainless steel

' high polished
=a

silicone material
/ length:13-18cm
weight:9.8g
"
442321,item_weight,198.0 pound,"standfeste trapezformige struktur

al \ tischbein/aus
a \ kohlenstoffstahl

198lbs

maximale
belastbarkeit 198lbs
"
991868,item_weight,9.0 kilogram,"paketschutz

eckenschutz

schaumschutzdicke
35mm
"
208023,item_weight,2.5 kilogram,"inav

=
©
<

zanana

parents
vishal & ranu

"
593600,item_weight,50.0 gram,"taglie

c € bici: ce en1078 | sci: ce peso medio taglia m750
xs-s-m-l-xl-xxl en1077 +/-50gr

calotta in verniciatura

termoplastica antigraffio air'streamisysiem

visiera sagomata con
trattamento
antigraffio

interni removibili

guanciali removibili

d|@\9|d

ongc:

interni dal tessuto collarino paranuca
soffice sottomento removibile removibile

anello antifurto al
fibbia micrometrica passaocchiali cinturino
elastico fermacinturino

"
459516,item_volume,10.0 millilitre,"op sram mdenleltla9¢y,

"
459516,item_volume,200.0 millilitre,"soy owe t1107 @

for external use only

max. ret

batch no,

exp. date
arya vaidya sala, kottakal

mig. lie, no. 1/28d76

nnn

8'904059""160741

"
299791,item_weight,4.1 gram,"necklace length:50cm/19.68inch

weight:4.1g
"
630869,item_weight,9.2 gram,"information

{series] birthstone bracelet {material] rhodium plated

{weight] 9.2 g (about) {stone size] 3.5x3.5 mm

length:175+50 mm

tips : manual measuring permissible error.pleose take the actual product os the standard.

"
308856,item_weight,600.0 gram,
308856,item_weight,20.0 kilogram,"feeding recommendations

upto

1102
20kg bo nes? day

more than 2 4
to

or as recommended by
the veterinarian

"
731432,item_weight,13.0 gram,"hydration
helper

carbohydrate-electrolyte solutions enhance
the absorption of water during physical exercise.

refreshing
electrolyte
drink mix

hydrates faster than water alone.

"
731432,item_weight,13.0 gram,"meme formule.

&.
o o .
oo = ne)
5 =)
a a

pendant la phase de transition, il se peut que tu recoives ton hydration helper
dans l'ancien ou le nouvel emballage.

bow
"
731432,item_weight,1000.0 milligram,"rehydratation rapide
apresle sport et lafete

equilibre électrolytique’
plus de 1000 mg d‘électrolytes

puissance musculaire”
magnesium & potassium

support immunitaire’ —
vitaminesc&b12 ag

aie —4

on

1.lemagnésium contribue a l‘équilibre électrolytique.
2.le potassium et le magnésium contribuent a une fonction musculaire normale.
3. les vitamines c et b12 contribuent a un fonctionnement normal du systéme immunitaire.
"
